Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Company Name,Company Type,Address,Main Parcel,Description,DBA
SHOP-18-01946,BD Shop Drawing - Roofing,Approved ,,,6/19/2018,,,Plan,,,111 N FEDERAL HWY HALLANDALE BEACH FL 33009,514227440010,,
SHOP-16-02483,BD Shop Drawing - Roofing,Approved ,,,6/9/2016,,,Plan,,,112 HOLIDAY DR Hallandale Beach FL 33009,514226130660,,
SHOP-16-02696,BD Shop Drawing - Roofing,Approved ,,,7/5/2016,,,Plan,,,811 NW 3 TER HALLANDALE BEACH FL 33009,514221090510,,
SHOP-22-00326,BD Shop Drawing - Roofing,On-Review,,,1/27/2022,,,Plan,,,,,,
SHOP-16-00638,BD Shop Drawing - Roofing,Approved ,,,12/14/2015,,,Plan,,,300 NW 7 CT Hallandale Beach FL 33009,514221070060,,
SHOP-16-00168,BD Shop Drawing - Roofing,Approved ,,,10/23/2015,,,Plan,,,424 TAMARIND DR Hallandale Beach FL 33009,514226050930,,
SHOP-17-01694,BD Shop Drawing - Roofing,Approved ,,,6/7/2017,,,Plan,,,701 NE 1 ST Hallandale Beach FL 33009,514227200110,,
SHOP-19-03846,BD Shop Drawing - Roofing,Approved ,ICEBOX CULINARY CENTER,,12/17/2019,,,Plan,,,219 NE 3 ST HALLANDALE BEACH FL 33009,514222310060,,
SHOP-21-02340,BD Shop Drawing - Roofing,Approved ,,,8/7/2021,,,Plan,,,777 SW 7 AVE HALLANDALE BEACH FL 33009,514228700010,,
SHOP-19-02473,BD Shop Drawing - Roofing,Approved ,DAVID POSNACK JEWISH SCHOOL AKA SW SCHOOL ,,8/12/2019,,,Plan,,,412 SW 11 ST HALLANDALE BEACH FL 33009,514228300280,,
SHOP-16-02417,BD Shop Drawing - Roofing,Approved ,,,6/3/2016,,,Plan,,,912 NE 3 ST Hallandale Beach FL 33009,514222360570,,
SHOP-16-00625,BD Shop Drawing - Roofing,Approved ,,,12/11/2015,,,Plan,,,809 NW 5 AVE HALLANDALE BEACH FL 33009,514221090950,,
SHOP-16-00613,BD Shop Drawing - Roofing,Approved ,,,12/10/2015,,,Plan,,,811 NW 4 AVE Hallandale Beach FL 33009,514221090620,,
SHOP-21-03460,BD Shop Drawing - Roofing,Approved ,HALLANDALE OASIS,,10/21/2021,,,Plan,,,1000 E HALLANDALE BEACH BLVD Unit: B1 HALLANDALE BEACH FL 33009,514227010280,,
SHOP-16-03789,BD Shop Drawing - Roofing,Approved ,,,11/2/2016,,,Plan,,,1030 W HALLANDALE BEACH BLVD HALLANDALE BEACH FL 33009,514228000084,,
SHOP-17-00017,BD Shop Drawing - Roofing,Approved ,,,1/4/2017,,,Plan,,,466 SUNSET DR HALLANDALE BEACH FL 33009,514226050550,,
SHOP-17-00985,BD Shop Drawing - Roofing,Approved ,,,3/29/2017,,,Plan,,,715 SW 6 AVE HALLANDALE BEACH FL 33009,514228330210,,
SHOP-19-00160,BD Shop Drawing - Roofing,Approved ,,,1/17/2019,,,Plan,,,735 SW 1 ST HALLANDALE BEACH FL 33009,514228130010,,
SHOP-19-03882,BD Shop Drawing - Roofing,Approved ,,,12/19/2019,,,Plan,,,213 N FEDERAL HWY HALLANDALE BEACH FL 33009,514227110270,,
SHOP-17-03224,BD Shop Drawing - Roofing,Approved ,,,11/14/2017,,,Plan,,,144 NE 1 AVE HALLANDALE BEACH FL 33009,514227040132,,
SHOP-19-01285,BD Shop Drawing - Roofing,Approved ,,,4/30/2019,,,Plan,,,530 HIBISCUS DR HALLANDALE BEACH FL 33009,514226030060,,
SHOP-17-00568,BD Shop Drawing - Roofing,Approved ,HALLANDALE FIRE STATION NO.7,,2/23/2017,,,Plan,,,111 FOSTER RD Hallandale Beach FL 33009,514222040190,,
SHOP-22-05206,BD Shop Drawing - Roofing,Approved ,,,10/5/2022,,,Plan,,,800 NE 5th ST Hallandale Beach FL 33009,514222132430,,
SHOP-18-02733,BD Shop Drawing - Roofing,Approved ,,,9/4/2018,,,Plan,,,501 SE 1 AVE Unit: PARK HALLANDALE BEACH FL 33009,514227010370,,
SHOP-19-01582,BD Shop Drawing - Roofing,Approved ,,,5/22/2019,,,Plan,,,520 FOSTER RD HALLANDALE BEACH FL 33009,514221150420,,
SHOP-20-00907,BD Shop Drawing - Roofing,Approved ,,,3/31/2020,,,Plan,,,1010 S FEDERAL HWY HALLANDALE BEACH FL 33009,514227010430,,
SHOP-16-03249,BD Shop Drawing - Roofing,Approved ,,,9/1/2016,,,Plan,,,619 PALM DR HALLANDALE BEACH FL 33009,514226040270,,
2015-0990-NBRS-1,Building New Construction - Single Family,Finaled,,8/5/2015,2/9/2015,2/1/2016,4/18/2016,Permit,,,106 SE 9 CT Hallandale Beach FL 33009,514227DK0000,roofing permit,
BRFG-24-02531,Building Roofing - Built-Up,Required,,,6/5/2024,,,Permit,,,1913 S OCEAN DR HALLANDALE BEACH FL 33009,514226GA0000,repair to remove and replace wet roofing with same,
BRFG-24-00960,Building Roofing - Combo,Finaled,,3/25/2024,3/11/2024,8/12/2024,5/14/2024,Permit,,,112 SW 2 AVE HALLANDALE BEACH FL 33009,514228022210,re-roofing roof with shingle and a hotmop system,
BTR-23-03309,Local Business Tax Receipt,In Review,,,3/8/2023,,,License,ALPAT CONSTRUCTION CORP,Corporation,400 S FEDERAL HWY HALLANDALE BEACH FL 33009,514227420010,state roofing ccc 053252 and general contractor cgc 043252,
CU-22-01933,Certificate of Use,In Review,,,10/27/2022,,,License,DLJ ROOFING CONTRACTORS LLC,Limited Liability Company (LLC),215 SE 3 AVE Unit: 405D HALLANDALE BEACH FL 33009,514227BD1170,license required as per city,
BTR-22-01511,Local Business Tax Receipt,Void,,,10/10/2022,,,License,DLJ ROOFING CONTRACTORS LLC,Limited Liability Company (LLC),215 SE 3 AVE Unit: 405D HALLANDALE BEACH FL 33009,514227BD1170,local business tax receipt,
BTR-22-01930,Local Business Tax Receipt - Professionals,Fees Due,,,10/1/2025,1/1/2999,,License,DLJ ROOFING CONTRACTORS LLC,Limited Liability Company (LLC),215 SE 3 AVE Unit: 405D HALLANDALE BEACH FL 33009,514227BD1170,contractor,
BRFG-24-04689,Building Roofing - Built-Up,Finaled,,11/12/2024,9/5/2024,2/17/2025,11/18/2024,Permit,,,851  ATLANTIC SHORES BLVD Unit: 120 HALLANDALE BEACH FL 33009,514222NR0000,building roofing built up for master permit bpol-22-01380,
BRFG-23-02091,Building Roofing - Single Ply,Finaled,,6/13/2023,3/7/2023,12/30/2024,2/13/2024,Permit,,,1110 E HALLANDALE BEACH BLVD HALLANDALE BEACH FL 33009,514227360010,"tpo roofing fully adhered over lwic by others.
building 2.1",
BRFG-23-04809,Building Roofing - Shingle,Finaled,,12/12/2023,10/27/2023,4/24/2024,1/25/2024,Permit,,,619 NE 5 ST HALLANDALE BEACH FL 33009,514222130620,re-roof: remove existing roofing system & replace with new shingle,
BRFG-25-03262,Building Roofing - Combo,Finaled,,9/2/2025,8/11/2025,2/16/2026,11/17/2025,Permit,,,201 SW 5 ST HALLANDALE BEACH FL 33009,514228180080,re-roofing shingle to shingle (owing corning) and hot map flat,
BRFG-24-04479,Building Roofing - Built-Up,Finaled,,11/18/2024,10/17/2024,3/3/2026,12/3/2025,Permit,,,485  SUNSET DR HALLANDALE BEACH FL 33009,514226050810,"roofing, tapered insulation with tpo single ply / waterproofing top roof (silicone)",
SP-PDRN-20-03831,SP - Plumbing Drainage - Storm Drainage,Finaled,,6/29/2021,10/29/2020,11/7/2022,5/4/2022,Permit,,,1950 S OCEAN DR HALLANDALE BEACH FL 33009,514226BH0000,re-roofing permit,
MEXV-21-01562,Mechanical Exh/Vent - Generic,Finaled,,6/29/2021,10/29/2020,12/12/2022,9/13/2022,Permit,,,1950 S OCEAN DR HALLANDALE BEACH FL 33009,514226BH0000,re-roofing permit,
NEW-24-04363,Construction of new structure,VOID,,,10/16/2024,,10/24/2024,Permit,,,485  SUNSET DR HALLANDALE BEACH FL 33009,514226050810,new roofing system,
2009-1605-NBRS-0,Building New Construction - Single Family,Finaled,,8/12/2009,6/24/2009,2/8/2010,7/22/2011,Permit,,,478 ALAMANDA DR Hallandale Beach FL 33009,514226051380,straps for roofing,
BRFG-21-01250,Building Roofing - Single Ply,Finaled,,5/6/2021,4/5/2021,8/16/2021,10/11/2023,Permit,,,427 GOLDEN ISLES DR HALLANDALE BEACH FL 33009,514226CA0010,remove existing spf roofing system and replace it with new spf system,
BRFG-23-00241,Building Roofing - Combo,Finaled,,3/15/2023,1/11/2023,11/20/2024,8/22/2024,Permit,,,900-914 NE 25 AVE Unit: 69-76 Hallandale Beach FL 33009,514223120125,replace roofing: hot mop system on flat sections and asphalt shingle on mansard,
BRFG-22-04798,Building Roofing - Combo,Finaled,,12/8/2022,11/18/2022,3/29/2023,12/29/2022,Permit,,,724 SW 5 CT HALLANDALE BEACH FL 33009,514228170040,re-roofing with shingles and for flat roof will use tpo single ply,
BRFG-21-03002,Building Roofing - Combo,Expired,,11/1/2021,7/13/2021,3/7/2022,,Permit,,,623 SW 2 ST HALLANDALE BEACH FL 33009,514228070060,re-roofing of 20 sq. ft of shingles and 6 sq.ft. flat deck,
BRFG-22-03524,Building Roofing - Single Ply,Finaled,,8/31/2022,7/19/2022,6/20/2024,3/21/2024,Permit,,,2000 ATLANTIC SHORES Blvd Unit: BLDG 6 HALLANDALE BEACH FL 33009,514223AC0000,remove existing modify roofing system  and replaced with spf+coating+granules roof system,
BRFG-16-03830,Building Roofing - Combo,Finaled,,6/6/2016,6/1/2016,12/21/2016,6/6/2016,Permit,,,123 SW 7 TER HALLANDALE BEACH FL 33009,514228130230,"re-roofing of 1,000 sf with asphalt shingles and 500 sf built up roof",
BRFG-20-03191,Building Roofing - Built-Up,Finaled,,9/28/2020,9/15/2020,9/27/2021,6/29/2021,Permit,,,1920 S OCEAN DR HALLANDALE BEACH FL 33009,514226CJ0000,"tear off flat roof and replace with 1/8"" per foot tapered modified roofing system",
MSUB-22-01541,Mechanical Sub-General - Alteration,Finaled,,9/1/2022,11/15/2021,6/5/2023,12/15/2022,Permit,,,201 HOLIDAY DR HALLANDALE BEACH FL 33009,514235030160,interior| windows| roofing repairs,
1999-2140-BDBR-0,Building Repair - Generic,Finaled,,10/29/1999,9/10/1999,11/30/2011,7/22/2011,Permit,,,1018 SW 2 ST Hallandale Beach FL 33009,514228340140,carport repair with roofing,
PSUB-21-04888,Plumbing Sub-General - Alteration,Finaled,,9/1/2022,11/15/2021,6/19/2023,12/19/2022,Permit,,,201 HOLIDAY DR HALLANDALE BEACH FL 33009,514235030160,interior| windows| roofing repairs,
2008-0593-NBDR-0,Building New Construction - Single Family,Finaled,,4/1/2008,12/13/2023,12/15/2021,9/16/2021,Permit,,,1030 SW 2 ST Hallandale Beach FL 33009,514228340160,roofing not main building,
BALT-21-04887,Building Alteration - Res-Interior,Finaled,,11/3/2022,11/15/2021,3/21/2023,12/21/2022,Permit,,,201 HOLIDAY DR HALLANDALE BEACH FL 33009,514235030160,interior| windows| roofing repairs,
OSR-25-04845,Re-Roof of Structure,Required,,,12/5/2025,,,Permit,,,212 SW 5 AVE HALLANDALE BEACH FL 33009,,,
BTR-22-01629,Local Business Tax Receipt - Professionals,Void,,,9/4/2024,1/1/2999,,License,Cory & Associates Inc.,Corporation,226 NW 5 AVE HALLANDALE BEACH FL 33009,514228050220,duplicate acct. invoiced for 2025.  roofing contractor - see btr-22-00417 for state license,
BRFG-25-02096,Building Roofing - Combo,Finaled,,6/17/2025,4/30/2025,10/21/2025,7/23/2025,Permit,,,2001 S OCEAN DRIVE HALLANDALE BEACH FL 33009,514226NN0000,re-roofing shingles and flat (we are doing the entire building; all owners will be included under this master),
BTR-25-08944,Local Business Tax Receipt,Pending CU,,,7/2/2025,1/1/2999,,License,Solutions Capital Group,Corporation,110 NW FOSTER RD Unit: 3004 Hallandale Beach FL 33009,514222450030,administrative office for construction company,All Florida Construction & Roofing CO
BTR-25-08945,Local Business Tax Receipt - Professionals,Pending CU,,,7/2/2025,1/1/2999,,License,Solutions Capital Group,Corporation,110 NW FOSTER RD Unit: 3004 Hallandale Beach FL 33009,514222450030,administrative office for construction company,All Florida Construction & Roofing CO
CU-25-08943,Certificate of Use,In Review,,,7/2/2025,1/1/2999,,License,Solutions Capital Group,Corporation,110 NW FOSTER RD Unit: 3004 Hallandale Beach FL 33009,514222450030,construction office,All Florida Construction & Roofing CO
BRPR-21-02580,Building Repair - Concrete Restoration,Expired,,11/17/2021,5/5/2021,9/1/2022,,Permit,,,1975 S OCEAN DR Unit: CLUB HALLANDALE BEACH FL 33009,514226BG0000,"re-roofing
minor concrete repairs",
BRFG-22-03549,Building Roofing - Single Ply,Finaled,,9/6/2022,5/17/2022,6/20/2024,3/21/2024,Permit,,,751 THREE ISLANDS Blvd Unit: OFFICE HALLANDALE BEACH FL 33009,514223AC0000,re-roofing  -  remove existing modify roof on all six buildings and club house and replaced with new spf+coating roof system,
BRFG-22-04886,Building Roofing - Combo,Finaled,,12/20/2022,10/26/2022,11/13/2024,8/19/2024,Permit,,,Bldg 5 801 NE 25 AVE Unit: Units 77-88 Hallandale Beach FL 33009,514223120125,remove roofing material on flat roof and mansard roof and install new hot mop system with tapered insulation; and shingle on mansard,
BRFG-22-04796,Building Roofing - Combo,Finaled,,12/29/2022,10/26/2022,11/20/2024,8/22/2024,Permit,,,901-923 NE 24 AVE Unit: 89-100 Hallandale Beach FL 33009,514223AH0490,remove roofing material on flat roof and mansard roof and install new hot mop system with tapered insulation; and shingle on mansard,
ALT-24-04556,Interior Alteration/ Tenant Build out,Expired,,,7/7/2025,8/28/2025,,Permit,,,500 NE 3 ST Unit: 118 HALLANDALE BEACH FL 33009,514227DD0180,"demolition of roofing tiles, roofing deck, trusses and interior walls bathroom and kitchen",
SP-BOTH-17-04395,SP - Building Other - General,Finaled,,12/15/2017,9/5/2017,11/5/2018,5/7/2018,Permit,,,815 W HALLANDALE BEACH BLVD HALLANDALE BEACH FL 33009,514228520010,walk-in cooler ac roof stand roofing repair,
ALT-25-01043,Interior Alteration/ Tenant Build out,VOID,,,3/8/2025,,4/22/2025,Permit,,,500 NE 3 ST Unit: 118 HALLANDALE BEACH FL 33009,514227DD0180,"demolition of roofing tiles, roofing deck, trusses and interior walls bathroom and kitchen // void due to being created in error by plan reviewer!",
BWTP-24-05363,Building Waterproofing - Paint,Active,,8/15/2025,11/15/2024,1/20/2026,,Permit,,,1850 S OCEAN DR HALLANDALE BEACH FL 33009,514226AS0000,roofing permit application for approved plans of   pl-omni-23-03021,
NEW-25-01793,Construction of new structure,VOID,,,4/28/2025,,4/29/2025,Permit,,,218 SW 5 ST HALLANDALE BEACH FL 33009,514228310191,roofing: re-roof with shingles.  // ** voided due to submitted under wrong submittal type. **,
ZSUB-22-04393,Zoning Sub-General - Addition,Required,,,3/29/2022,,,Permit,,,410 SW 10 TER HALLANDALE BEACH FL 33009,514228290240,make existing carport into an habitable area master suite w new bathroom / new roofing,
PSUB-22-01383,Plumbing Sub-General - Addition,Required,,,3/29/2022,,,Permit,,,410 SW 10 TER HALLANDALE BEACH FL 33009,514228290240,make existing carport into an habitable area master suite w new bathroom / new roofing,
BADD-22-01382,Building Addition - Res-Attached,Required,,,3/29/2022,,,Permit,,,410 SW 10 TER HALLANDALE BEACH FL 33009,514228290240,make existing carport into an habitable area master suite w new bathroom / new roofing,
ESUB-22-01434,Electrical Sub-General - Addition,Required,,,3/29/2022,,,Permit,,,410 SW 10 TER HALLANDALE BEACH FL 33009,514228290240,make existing carport into an habitable area master suite w new bathroom / new roofing,
PSUB-24-04084,Plumbing Sub-General - Addition,Finaled,,5/22/2025,4/8/2024,1/3/2026,8/21/2025,Permit,,,901 NE 4 ST HALLANDALE BEACH FL 33009,514222360400,"2 story addition to existing single family house ,footings,concrete,framing,plumbing,electrical,mechanical, roofing .",
ZSUB-24-05066,Zoning Sub-General - Addition,Finaled,,12/5/2024,4/8/2024,1/3/2026,9/2/2025,Permit,,,901 NE 4 ST HALLANDALE BEACH FL 33009,514222360400,"2 story addition to existing single family house ,footings,concrete,framing,plumbing,electrical,mechanical, roofing .",
ESUB-25-02045,Electrical Sub-General - Addition,Finaled,,5/22/2025,4/8/2024,1/3/2026,8/22/2025,Permit,,,901 NE 4 ST HALLANDALE BEACH FL 33009,514222360400,"2 story addition to existing single family house ,footings,concrete,framing,plumbing,electrical,mechanical, roofing .",
MSUB-24-05393,Mechanical Sub-General - Addition,Finaled,,5/22/2025,4/8/2024,1/3/2026,8/25/2025,Permit,,,901 NE 4 ST HALLANDALE BEACH FL 33009,514222360400,"2 story addition to existing single family house ,footings,concrete,framing,plumbing,electrical,mechanical, roofing .owner builder",
MAIR-23-02328,Mechanical Air Cond - Split System,Finaled,,7/11/2023,5/30/2023,10/25/2023,7/26/2023,Permit,,,614 ATLANTIC SHORES BLVD Unit: 104 HALLANDALE BEACH FL 33009,514222GB0040,sub permit to raise 8 existing air conditioning systems for re-roofing process with pl omni 23 02507,
2015-0872,BD Roofing - Res - Replace,Approved ,,,1/29/2015,,,Plan,,,320 NE 12 AVE Hallandale Beach FL 33009,514222CA0000,,
2008-0474,BD Roofing - Res - Replace,Approved ,,,12/20/2007,,,Plan,,,2649 S PARKVIEW DR Hallandale Beach FL 33009,514223140940,,
2014-2658,BD Roofing - Res - Replace,Approved ,,,9/3/2014,,,Plan,,,1000 SW 7 TER Hallandale Beach FL 33009,514228090120,,
2006-0605,BD Roofing - Res - Replace,Approved ,,,1/10/2006,,,Plan,,,732 NW 5 CT Hallandale Beach FL 33009,514221190430,,
2015-2732,BD Roofing - Res - Replace,Approved ,,,9/1/2015,,,Plan,,,622 SW 6 ST Hallandale Beach FL 33009,514228160140,,
2015-2430,BD Roofing - Res - Replace,Approved ,,,7/22/2015,,,Plan,,,738 NW 3 CT Hallandale Beach FL 33009,514221200470,,
2000-1015,BD Roofing - Res - Replace,Approved ,,,3/30/2000,,,Plan,,,600 PARKVIEW DR Hallandale Beach FL 33009,514223BC0000,,
2012-0519,BD Roofing - Res - Replace,Approved ,,,12/23/2011,,,Plan,,,925 NE 4 ST Hallandale Beach FL 33009,514222360360,,
2015-0335,BD Roofing - Res - Replace,Approved ,,,11/14/2014,,,Plan,,,208 NE 2 AVE Hallandale Beach FL 33009,514227290180,,
2003-1266,BD Roofing - Res - Replace,Approved ,,,3/26/2003,,,Plan,,,1100 MOFFETT ST Hallandale Beach FL 33009,514222132650,,
2003-1240,BD Roofing - Com - Replace,Approved ,,,3/25/2003,,,Plan,,,1050 NW 7 CT Hallandale Beach FL 33009,514221010090,,
2003-1776,BD Roofing - Com - Replace,Approved ,,,6/5/2003,,,Plan,,,100 GOLDEN ISLES DR Hallandale Beach FL 33009,514226CC0000,,
2003-2018,BD Roofing - Com - Replace,Approved ,,,7/7/2003,,,Plan,,,1000 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228560010,,
2003-1328,BD Roofing - Com - Replace,Approved ,,,4/2/2003,,,Plan,,,735 SW 1 ST Hallandale Beach FL 33009,514228130010,,
2003-1175,BD Roofing - Com - Replace,Approved ,,,3/14/2003,,,Plan,,,450 ANSIN BLVD Hallandale Beach FL 33009,514221010150,,
2002-0994,BD Roofing - Res - Replace,Approved ,,,3/7/2002,,,Plan,,,405 NW 7 CT Hallandale Beach FL 33009,514221070242,,
2003-2198,BD Roofing - Res - Replace,Approved ,,,7/30/2003,,,Plan,,,996 NW 10 ST Unit: A Hallandale Beach FL 33009,514221280290,,
2003-0847,BD Roofing - Res - Replace,Approved ,,,1/29/2003,,,Plan,,,1000 PARKVIEW DR Hallandale Beach FL 33009,514223AG0000,,
2001-0134,BD Roofing - Res - Replace,Approved ,,,10/26/2000,,,Plan,,,631 SW 9 ST Hallandale Beach FL 33009,514228330850,,
2002-1769,BD Roofing - Res - Replace,Approved ,,,6/13/2002,,,Plan,,,473 GOLDEN ISLES DR Hallandale Beach FL 33009,514226HE0000,,
2002-2565,BD Roofing - Res - Replace,Approved ,,,9/13/2002,,,Plan,,,648 NW 3 CT Hallandale Beach FL 33009,514221180860,,
2003-1027,BD Roofing - Res - Replace,Approved ,,,2/26/2003,,,Plan,,,19 SW 7 ST Hallandale Beach FL 33009,514227210600,,
2003-1942,BD Roofing - Res - Replace,Approved ,,,6/26/2003,,,Plan,,,600 SW 8 ST Hallandale Beach FL 33009,514228330690,,
2003-2302,BD Roofing - Res - Replace,Approved ,,,8/13/2003,,,Plan,,,740 SW 4 ST Hallandale Beach FL 33009,514228400280,,
2003-2413,BD Roofing - Res - Replace,Approved ,,,8/29/2003,,,Plan,,,17 SW 6 ST Hallandale Beach FL 33009,514227210412,,
2002-0633,BD Roofing - Res - Replace,Approved ,,,1/10/2002,,,Plan,,,491 SW 7 ST Hallandale Beach FL 33009,514228330110,,
2003-1142,BD Roofing - Res - Replace,Approved ,,,3/11/2003,,,Plan,,,1000 PARKVIEW DR Hallandale Beach FL 33009,514223AG0000,,
2003-0701,BD Roofing - Res - Replace,Approved ,,,1/10/2003,,,Plan,,,221 SE 2 AVE Hallandale Beach FL 33009,514227340100,,
2003-2476,BD Roofing - Res - Replace,Approved ,,,9/11/2003,,,Plan,,,209 SW 5 ST Hallandale Beach FL 33009,514228180070,,
2003-1792,BD Roofing - Res - Replace,Approved ,,,6/9/2003,,,Plan,,,524 PALM DR Hallandale Beach FL 33009,514226040070,,
2003-2506,BD Roofing - Res - Replace,Approved ,,,9/16/2003,,,Plan,,,18 SW 8 ST Hallandale Beach FL 33009,514227210760,,
2002-2209,BD Roofing - Res - Replace,Approved ,,,8/1/2002,,,Plan,,,218 SW 5 ST Hallandale Beach FL 33009,514228310191,,
2003-1170,BD Roofing - Res - Replace,Approved ,,,3/13/2003,,,Plan,,,850 SW 9 AVE Hallandale Beach FL 33009,514228030121,,
2003-2519,BD Roofing - Res - Replace,Approved ,,,9/18/2003,,,Plan,,,407 SUNSET DR Hallandale Beach FL 33009,514226050680,,
2003-0334,BD Roofing - Res - Replace,Approved ,,,11/19/2002,,,Plan,,,112 SW 1 AVE Hallandale Beach FL 33009,514228022090,,
2002-2556,BD Roofing - Res - Replace,Approved ,,,9/12/2002,,,Plan,,,305 SW 8 AVE Hallandale Beach FL 33009,514228400300,,
2003-1915,BD Roofing - Res - Replace,Approved ,,,6/24/2003,,,Plan,,,1900 DIANA DR Hallandale Beach FL 33009,514226GJ0000,,
2003-1704,BD Roofing - Res - Replace,Approved ,,,5/27/2003,,,Plan,,,729 NE 6 ST Hallandale Beach FL 33009,514222130690,,
2002-0860,BD Roofing - Res - Replace,Approved ,,,2/15/2002,,,Plan,,,207 HOLIDAY DR Hallandale Beach FL 33009,514235030150,,
2003-1049,BD Roofing - Res - Replace,Approved ,,,2/28/2003,,,Plan,,,724 NW 3 CT Hallandale Beach FL 33009,514221200491,,
2003-2145,BD Roofing - Res - Replace,Approved ,,,7/24/2003,,,Plan,,,1009 NE 4 ST Hallandale Beach FL 33009,514222390320,,
2003-2052,BD Roofing - Res - Replace,Approved ,,,7/11/2003,,,Plan,,,104 SW 7 ST Hallandale Beach FL 33009,514227210530,,
2003-1955,BD Roofing - Res - Replace,Approved ,,,6/30/2003,,,Plan,,,813 NE 2 ST Hallandale Beach FL 33009,514227310040,,
2003-2094,BD Roofing - Res - Replace,Approved ,,,7/17/2003,,,Plan,,,800 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110320,,
2002-2394,BD Roofing - Com - Replace,Approved ,,,8/21/2002,,,Plan,,,825 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228520020,,
1996-1442,BD Roofing - Com - Replace,Approved ,,,4/10/1996,,,Plan,,,818 NW 7 TER Hallandale Beach FL 33009,514221270220,,
1994-1988,BD Roofing - Com - Replace,Approved ,,,5/20/1994,,,Plan,,,107 NW 4 AVE Hallandale Beach FL 33009,514228020530,,
1994-2837,BD Roofing - Com - Replace,Approved ,,,8/23/1994,,,Plan,,,1119 NE 5 ST Hallandale Beach FL 33009,514222370620,,
1994-0031,BD Roofing - Com - Replace,Approved ,,,10/5/1993,,,Plan,,,125 NW 4 AVE Hallandale Beach FL 33009,514228020560,,
1998-1149,BD Roofing - Com - Replace,Approved ,,,3/24/1998,,,Plan,,,400 GOLDEN ISLES DR Hallandale Beach FL 33009,514226AB0000,,
2002-2297,BD Roofing - Com - Replace,Approved ,,,8/10/2002,,,Plan,,,400 S FEDERAL HWY Hallandale Beach FL 33009,514227420010,,
1994-2415,BD Roofing - Com - Replace,Approved ,,,7/1/1994,,,Plan,,,1985 S OCEAN DR Unit: SUB Hallandale Beach FL 33009,514226GK0000,,
1998-0378,BD Roofing - Com - Replace,Approved ,,,11/19/1997,,,Plan,,,831 N FEDERAL HWY Hallandale Beach FL 33009,514222020010,,
1996-0255,BD Roofing - Com - Replace,Approved ,,,11/2/1995,,,Plan,,,1103 NE 1 CT Unit: B Hallandale Beach FL 33009,514227CB0020,,
2002-2123,BD Roofing - Res - Replace,Approved ,,,7/23/2002,,,Plan,,,627 NW 10 CT Hallandale Beach FL 33009,514221020610,,
2002-1063,BD Roofing - Res - Replace,Approved ,,,3/18/2002,,,Plan,,,609 SW 2 AVE Hallandale Beach FL 33009,514228180140,,
2002-1290,BD Roofing - Res - Replace,Approved ,,,4/12/2002,,,Plan,,,805 NE 3 ST Hallandale Beach FL 33009,514222030060,,
2002-1509,BD Roofing - Res - Replace,Approved ,,,5/9/2002,,,Plan,,,120 SW 3 AVE Hallandale Beach FL 33009,514228022370,,
2003-0770,BD Roofing - Res - Replace,Approved ,,,1/21/2003,,,Plan,,,617 SW 2 AVE Hallandale Beach FL 33009,514228180160,,
2002-1525,BD Roofing - Res - Replace,Approved ,,,5/13/2002,,,Plan,,,18 SW 6 ST Hallandale Beach FL 33009,514227210300,,
2002-1730,BD Roofing - Res - Replace,Approved ,,,6/11/2002,,,Plan,,,313 SW 8 ST Hallandale Beach FL 33009,514228370040,,
2003-0495,BD Roofing - Res - Replace,Approved ,,,12/11/2002,,,Plan,,,649 SW 1 CT Hallandale Beach FL 33009,514228100100,,
1997-0387,BD Roofing - Com - Replace,Approved ,,,11/13/1996,,,Plan,,,601 OLEANDER DR Hallandale Beach FL 33009,514226030640,,
2001-1128,BD Roofing - Com - Replace,Approved ,,,3/26/2001,,,Plan,,,105 NE 3 AVE Hallandale Beach FL 33009,514227300080,,
2001-1914,BD Roofing - Com - Replace,Approved ,,,7/24/2001,,,Plan,,,220 SW 6 AVE Hallandale Beach FL 33009,514228010150,,
2002-0229,BD Roofing - Com - Replace,Approved ,,,11/1/2001,,,Plan,,,209 NW 4 AVE Hallandale Beach FL 33009,514228050150,,
2001-2317,BD Roofing - Com - Replace,Approved ,,,9/21/2001,,,Plan,,,709 SE 1 AVE Hallandale Beach FL 33009,514227150010,,
1995-1992,BD Roofing - Com - Replace,Approved ,,,6/6/1995,,,Plan,,,219 SW 11 AVE Hallandale Beach FL 33009,514228340250,,
2002-0179,BD Roofing - Res - Replace,Approved ,,,10/24/2001,,,Plan,,,337 NE 2 ST Hallandale Beach FL 33009,514227110310,,
2001-1601,BD Roofing - Res - Replace,Approved ,,,6/5/2001,,,Plan,,,113 SE 9 CT Hallandale Beach FL 33009,514227140150,,
2001-2194,BD Roofing - Res - Replace,Approved ,,,9/7/2001,,,Plan,,,116 NE 2 AVE Hallandale Beach FL 33009,514227290100,,
2002-0282,BD Roofing - Res - Replace,Approved ,,,11/8/2001,,,Plan,,,1009 NE 4 CT Hallandale Beach FL 33009,514222390150,,
2002-0329,BD Roofing - Res - Replace,Approved ,,,11/15/2001,,,Plan,,,719 SW 8 ST Hallandale Beach FL 33009,514228331220,,
